12.5,15.5,12.5
12.4,15.2,12.6
12.7,15.3,12.7
12.6,15,12.4
12.2,19.2,16.4
12.2,19.2,16.7
12.5,19.2,16.5
12.5,19.2,16.4
15.4,30.5,20.8
15.3,30.1,20.5
15.2,30.3,20.7
15.5,30.4,20.8
25.2,40.1,30.6
25.4,40,30.5
25.7,40.2,30.5
25.7,40.2,30.5
30.9,50.5,40.7
30.5,50.5,40.3
30.3,50.3,40.6
30.2,51.3,40.4
30,41,18
12,38,15
12,38,15
12,38,15
12,38,15
7.7,35,15.9
7.7,35,15.9
7.7,35,15.9
41,65.2,24.4
22,91,42.7
